"SPECTROID","PKGPAPERCODE","PKGPAPERREV","FILMCODE","TARGETTYPE","SIDE","UNITNUM","INKCODE","PAPERCODE","DOTGAINCODE","REGUSER","REGDATE"
"36589","20190514009","0","CF-190502 1","INK","0","4","P151E",\N,"7591","00030201","2020-07-17 14:03:10.928"
"36590","20190514009","0","CF-190502 1","INK","0","5","DS7435",\N,"7592","00030201","2020-07-17 14:03:10.928"
"36591","20190514009","0","CF-190502 1","INK","0","6","020120014",\N,"7593","00030201","2020-07-17 14:03:10.928"
"36592","20190514009","0","CF-190502 1","INK","0","7","020120007",\N,"7594","00030201","2020-07-17 14:03:10.928"
"36593","20190514009","0","CF-190502 1","INK","0","8","020120015",\N,"7595","00030201","2020-07-17 14:03:10.928"
"36618","20190408012","0","LG-191007 2","PAPER","0","-1",\N,"1062001030008750730",\N,"00030201","2020-07-17 14:06:44.08"
"36619","20190408012","0","LG-191007 2","INK","0","1","P021B",\N,"7596","00030201","2020-07-17 14:06:44.08"
"36620","20190408012","0","LG-191007 2","INK","0","2","P2758D",\N,"7597","00030201","2020-07-17 14:06:44.08"
"36621","20190408012","0","LG-191007 2","INK","0","3","020120002",\N,"7598","00030201","2020-07-17 14:06:44.08"
"36622","20190408012","0","LG-191007 2","INK","0","4","020120007",\N,"7599","00030201","2020-07-17 14:06:44.08"
"36623","20190408012","0","LG-191007 2","INK","0","5","020120006",\N,"7600","00030201","2020-07-17 14:06:44.08"
"36624","20190408012","0","LG-191007 2","INK","0","6","020120008",\N,"7601","00030201","2020-07-17 14:06:44.08"
"36625","20190408012","0","LG-191007 2","INK","0","7","군청3",\N,"7602","00030201","2020-07-17 14:06:44.08"
"36626","20190408012","0","LG-191007 2","INK","0","8","스카이별색",\N,"7603","00030201","2020-07-17 14:06:44.08"
"36651","20200717009","0","SV-200130 5","PAPER","1","-1",\N,"1016005040005950465",\N,"00030201","2020-07-17 14:08:56.276"
"36652","20200717009","0","SV-200130 5","INK","1","4","오렌지6",\N,\N,"00030201","2020-07-17 14:08:56.276"
"36653","20200717009","0","SV-200130 5","PAPER","0","-1",\N,"1016005040005950465",\N,"00030201","2020-07-17 14:08:56.276"
"36654","20200717009","0","SV-200130 5","INK","0","2","P469A",\N,"7604","00030201","2020-07-17 14:08:56.276"
"36655","20200717009","0","SV-200130 5","INK","0","3","020220009",\N,"7605","00030201","2020-07-17 14:08:56.276"
"36656","20200717009","0","SV-200130 5","INK","0","5","020220014",\N,"7606","00030201","2020-07-17 14:08:56.276"
"36657","20200717009","0","SV-200130 5","INK","0","6","020220016",\N,"7607","00030201","2020-07-17 14:08:56.276"
"36670","20190408011","0","LG-191007 1","PAPER","0","-1",\N,"1062001030008750730",\N,"00030201","2020-07-17 14:09:54.369"
"36671","20190408011","0","LG-191007 1","INK","0","1","P021B",\N,"7608","00030201","2020-07-17 14:09:54.369"
"36672","20190408011","0","LG-191007 1","INK","0","2","P2758D",\N,"7609","00030201","2020-07-17 14:09:54.369"
"36673","20190408011","0","LG-191007 1","INK","0","3","020120002",\N,"7610","00030201","2020-07-17 14:09:54.369"
"36674","20190408011","0","LG-191007 1","INK","0","4","020120007",\N,"7611","00030201","2020-07-17 14:09:54.369"
"36675","20190408011","0","LG-191007 1","INK","0","5","020120014",\N,"7612","00030201","2020-07-17 14:09:54.369"
"36676","20190408011","0","LG-191007 1","INK","0","6","020120015",\N,"7613","00030201","2020-07-17 14:09:54.369"
"36677","20190408011","0","LG-191007 1","INK","0","7","군청3",\N,"7614","00030201","2020-07-17 14:09:54.369"
"36678","20190408011","0","LG-191007 1","INK","0","8","스카이별색",\N,"7615","00030201","2020-07-17 14:09:54.369"
"36703","20191226007","0","HG-191219 2","PAPER","0","-1",\N,"1062001035005900925",\N,"00030201","2020-07-17 14:12:16.829"
"36704","20191226007","0","HG-191219 2","INK","0","3","020120002",\N,"7616","00030201","2020-07-17 14:12:16.829"
"36705","20191226007","0","HG-191219 2","INK","0","4","020120007",\N,"7617","00030201","2020-07-17 14:12:16.829"
"36706","20191226007","0","HG-191219 2","INK","0","5","020120014",\N,"7618","00030201","2020-07-17 14:12:16.829"
"36707","20191226007","0","HG-191219 2","INK","0","6","020120015",\N,"7619","00030201","2020-07-17 14:12:16.829"
"36708","20191226007","0","HG-191219 2","INK","0","7","P184F",\N,"7620","00030201","2020-07-17 14:12:16.829"
"36724","20200717008","0","SV-200708 10","PAPER","1","-1",\N,"1936174030007000580",\N,"00030201","2020-07-17 14:15:02.313"
"36725","20200717008","0","SV-200708 10","INK","1","1","P617C",\N,"7621","00030201","2020-07-17 14:15:02.313"
"36726","20200717008","0","SV-200708 10","PAPER","0","-1",\N,"1936174030007000580",\N,"00030201","2020-07-17 14:15:02.313"
"36727","20200717008","0","SV-200708 10","INK","0","1","020220013",\N,"7622","00030201","2020-07-17 14:15:02.313"
"36728","20200717008","0","SV-200708 10","INK","0","2","020220013",\N,"7623","00030201","2020-07-17 14:15:02.313"
"36729","20200717008","0","SV-200708 10","INK","0","3","020220009",\N,"7624","00030201","2020-07-17 14:15:02.313"
"36730","20200717008","0","SV-200708 10","INK","0","4","P412F",\N,"7625","00030201","2020-07-17 14:15:02.313"
"36746","20190514010","0","CF-190502 2","PAPER","0","-1",\N,"1062001024006400860",\N,"00030201","2020-07-17 14:16:04.99"
"36747","20190514010","0","CF-190502 2","INK","0","1","020120002",\N,"7626","00030201","2020-07-17 14:16:04.99"
"36748","20190514010","0","CF-190502 2","INK","0","2","P375E",\N,"7627","00030201","2020-07-17 14:16:04.99"
"36749","20190514010","0","CF-190502 2","INK","0","3","P3547",\N,"7628","00030201","2020-07-17 14:16:04.99"
"36750","20190514010","0","CF-190502 2","INK","0","4","P151E",\N,"7629","00030201","2020-07-17 14:16:04.99"
"36751","20190514010","0","CF-190502 2","INK","0","5","DS2140",\N,"7630","00030201","2020-07-17 14:16:04.99"
"36752","20190514010","0","CF-190502 2","INK","0","6","020120014",\N,"7631","00030201","2020-07-17 14:16:04.99"
"36753","20190514010","0","CF-190502 2","INK","0","7","020120007",\N,"7632","00030201","2020-07-17 14:16:04.99"
"36754","20190514010","0","CF-190502 2","INK","0","8","020120015",\N,"7633","00030201","2020-07-17 14:16:04.99"
"36779","20190712008","0","ET-190625 1","PAPER","1","-1",\N,"1827157034206100455",\N,"00030201","2020-07-17 14:22:21.111"
"36780","20190712008","0","ET-190625 1","INK","1","9","P706J",\N,"7634","00030201","2020-07-17 14:22:21.111"
"36781","20190712008","0","ET-190625 1","PAPER","0","-1",\N,"1827157034206100455",\N,"00030201","2020-07-17 14:22:21.111"
"36782","20190712008","0","ET-190625 1","INK","0","2","P731",\N,"7635","00030201","2020-07-17 14:22:21.111"
"36783","20190712008","0","ET-190625 1","INK","0","3","020120002",\N,"7636","00030201","2020-07-17 14:22:21.111"
"36784","20190712008","0","ET-190625 1","INK","0","4","020120007",\N,"7637","00030201","2020-07-17 14:22:21.111"
"36785","20190712008","0","ET-190625 1","INK","0","5","020120014",\N,"7638","00030201","2020-07-17 14:22:21.111"
"36786","20190712008","0","ET-190625 1","INK","0","6","020120015",\N,"7639","00030201","2020-07-17 14:22:21.111"
"36787","20190712008","0","ET-190625 1","INK","0","7","P720A",\N,"7640","00030201","2020-07-17 14:22:21.111"
"36788","20190712008","0","ET-190625 1","INK","0","8","P2266",\N,"7641","00030201","2020-07-17 14:22:21.111"
"36813","20181126004","0","DJ-181116 3","PAPER","1","-1",\N,"1044084025007350440",\N,"00030201","2020-07-17 14:25:18.388"
"36814","20181126004","0","DJ-181116 3","INK","1","6","P4C",\N,\N,"00030201","2020-07-17 14:25:18.388"
"36815","20181126004","0","DJ-181116 3","PAPER","0","-1",\N,"1044084025007350440",\N,"00030201","2020-07-17 14:25:18.388"
"36816","20181126004","0","DJ-181116 3","INK","0","3","020220015",\N,"7642","00030201","2020-07-17 14:25:18.388"
"36817","20181126004","0","DJ-181116 3","INK","0","4","020220014",\N,"7643","00030201","2020-07-17 14:25:18.388"
"36818","20181126004","0","DJ-181116 3","INK","0","5","020220016",\N,"7644","00030201","2020-07-17 14:25:18.388"
"36819","20181126004","0","DJ-181116 3","INK","0","6","P4C",\N,"7645","00030201","2020-07-17 14:25:18.388"
"36832","20181126003","0","DJ-181116 1","PAPER","1","-1",\N,"1062001035003640545",\N,"00030201","2020-07-17 14:28:01.162"
"36833","20181126003","0","DJ-181116 1","INK","1","6","P4C",\N,"7646","00030201","2020-07-17 14:28:01.162"
"36834","20181126003","0","DJ-181116 1","PAPER","0","-1",\N,"1062001035003640545",\N,"00030201","2020-07-17 14:28:01.162"
"36835","20181126003","0","DJ-181116 1","INK","0","1","P7506",\N,"7647","00030201","2020-07-17 14:28:01.162"
"36836","20181126003","0","DJ-181116 1","INK","0","3","020220015",\N,"7648","00030201","2020-07-17 14:28:01.162"
"36837","20181126003","0","DJ-181116 1","INK","0","4","020220014",\N,"7649","00030201","2020-07-17 14:28:01.162"
"36838","20181126003","0","DJ-181116 1","INK","0","5","020220016",\N,"7650","00030201","2020-07-17 14:28:01.162"
"36839","20181126003","0","DJ-181116 1","INK","0","6","P4C",\N,"7651","00030201","2020-07-17 14:28:01.162"
"36858","20190704009","0","IT-190828 1","PAPER","0","-1",\N,"1061001035007300540",\N,"00030201","2020-07-17 14:32:00.682"
"36859","20190704009","0","IT-190828 1","INK","0","3","P5T",\N,"7652","00030201","2020-07-17 14:32:00.682"
"36860","20190704009","0","IT-190828 1","INK","0","7","P7M",\N,"7653","00030201","2020-07-17 14:32:00.682"
"36867","20190704008","0","IT-190822 1","PAPER","0","-1",\N,"1061001030004450725",\N,"00030201","2020-07-17 14:33:54.417"
"36868","20190704008","0","IT-190822 1","INK","0","7","P7M",\N,"7654","00030201","2020-07-17 14:33:54.417"
"36872","20181224003","0","LG-181217 1B","PAPER","0","-1",\N,"1062001024004650788",\N,"00030201","2020-07-17 14:35:33.861"
"36873","20181224003","0","LG-181217 1B","INK","0","3","020120002",\N,"7655","00030201","2020-07-17 14:35:33.861"
"36874","20181224003","0","LG-181217 1B","INK","0","6","020120020",\N,"7656","00030201","2020-07-17 14:35:33.861"
"36875","20181224003","0","LG-181217 1B","INK","0","8","P7499C",\N,"7657","00030201","2020-07-17 14:35:33.861"
"36885","20181224004","0","LG-181217 1A","PAPER","0","-1",\N,"1062001024004601030",\N,"00030201","2020-07-17 14:37:48.367"
"36886","20181224004","0","LG-181217 1A","INK","0","3","020120002",\N,"7658","00030201","2020-07-17 14:37:48.367"
"36887","20181224004","0","LG-181217 1A","INK","0","5","020120014",\N,"7659","00030201","2020-07-17 14:37:48.367"
"36888","20181224004","0","LG-181217 1A","INK","0","6","020120020",\N,"7660","00030201","2020-07-17 14:37:48.367"
"36889","20181224004","0","LG-181217 1A","INK","0","7","020120007",\N,"7661","00030201","2020-07-17 14:37:48.367"
"36890","20181224004","0","LG-181217 1A","INK","0","8","020120015",\N,"7662","00030201","2020-07-17 14:37:48.367"
"36906","20181122001","0","DJ-181116 2C","PAPER","0","-1",\N,"1013084012004500575",\N,"00030201","2020-07-17 14:38:47.706"
"36907","20181122001","0","DJ-181116 2C","INK","0","5","P4C",\N,"7663","00030201","2020-07-17 14:38:47.706"
"36911","20181122002","0","DJ-181116 2B","PAPER","0","-1",\N,"1013001022004600575",\N,"00030201","2020-07-17 14:40:18.665"
"36912","20181122002","0","DJ-181116 2B","INK","0","5","P4C",\N,"7664","00030201","2020-07-17 14:40:18.665"
"36916","20181126002","0","DJ-181116 4","PAPER","0","-1",\N,"1044084025003640535",\N,"00030201","2020-07-17 14:43:20.226"
"36917","20181126002","0","DJ-181116 4","INK","0","3","020220016",\N,"7665","00030201","2020-07-17 14:43:20.226"
"36918","20181126002","0","DJ-181116 4","INK","0","4","020220014",\N,"7666","00030201","2020-07-17 14:43:20.226"
"36919","20181126002","0","DJ-181116 4","INK","0","6","P4C",\N,"7667","00030201","2020-07-17 14:43:20.226"
"36929","20181126001","0","DJ-181116 2A","PAPER","0","-1",\N,"1013084012005450364",\N,"00030201","2020-07-17 14:45:02.784"
"36930","20181126001","0","DJ-181116 2A","INK","0","3","020220015",\N,"7668","00030201","2020-07-17 14:45:02.784"
"36931","20181126001","0","DJ-181116 2A","INK","0","4","020220014",\N,"7669","00030201","2020-07-17 14:45:02.784"
"36932","20181126001","0","DJ-181116 2A","INK","0","5","020220016",\N,"7670","00030201","2020-07-17 14:45:02.784"
"36933","20181126001","0","DJ-181116 2A","INK","0","6","P4C",\N,"7671","00030201","2020-07-17 14:45:02.784"
"36946","20190211001","0","SH-190118 3","PAPER","0","-1",\N,"1016001035005450835",\N,"00030201","2020-07-17 14:50:55.874"
"36947","20190211001","0","SH-190118 3","INK","0","1","P11M",\N,"7672","00030201","2020-07-17 14:50:55.874"
"36948","20190211001","0","SH-190118 3","INK","0","2","P2728B",\N,"7673","00030201","2020-07-17 14:50:55.874"
"36949","20190211001","0","SH-190118 3","INK","0","3","020120002",\N,"7674","00030201","2020-07-17 14:50:55.874"
"36950","20190211001","0","SH-190118 3","INK","0","4","020120007",\N,"7675","00030201","2020-07-17 14:50:55.874"
"36951","20190211001","0","SH-190118 3","INK","0","5","020120014",\N,"7676","00030201","2020-07-17 14:50:55.874"
"36952","20190211001","0","SH-190118 3","INK","0","6","020120015",\N,"7677","00030201","2020-07-17 14:50:55.874"
"36953","20190211001","0","SH-190118 3","INK","0","7","P2925J",\N,"7678","00030201","2020-07-17 14:50:55.874"
"36954","20190211001","0","SH-190118 3","INK","0","8","베이지별색5",\N,"7679","00030201","2020-07-17 14:50:55.874"
"36979","20190503009","0","SH-190424 1","PAPER","1","-1",\N,"1062001035007300545",\N,"00030201","2020-07-17 14:54:56.828"
"36980","20190503009","0","SH-190424 1","INK","1","7","P4655",\N,\N,"00030201","2020-07-17 14:54:56.828"
"36981","20190503009","0","SH-190424 1","PAPER","0","-1",\N,"1062001035007300545",\N,"00030201","2020-07-17 14:54:56.828"
"36982","20190503009","0","SH-190424 1","INK","0","1","P201B",\N,"7680","00030201","2020-07-17 14:54:56.828"
"36983","20190503009","0","SH-190424 1","INK","0","3","020220009",\N,"7681","00030201","2020-07-17 14:54:56.828"
"36984","20190503009","0","SH-190424 1","INK","0","4","020220015",\N,"7682","00030201","2020-07-17 14:54:56.828"
"36985","20190503009","0","SH-190424 1","INK","0","5","020220014",\N,"7683","00030201","2020-07-17 14:54:56.828"
"36986","20190503009","0","SH-190424 1","INK","0","6","020220016",\N,"7684","00030201","2020-07-17 14:54:56.828"
"36987","20190503009","0","SH-190424 1","INK","0","7","P4655",\N,"7685","00030201","2020-07-17 14:54:56.828"
"36988","20190503009","0","SH-190424 1","INK","0","8","DS9224B",\N,"7686","00030201","2020-07-17 14:54:56.828"
"37010","20190503008","0","SH-190424 2C","PAPER","0","-1",\N,"1042005025006600695",\N,"00030201","2020-07-17 14:56:47.836"
"37011","20190503008","0","SH-190424 2C","INK","0","1","DS9224",\N,"7687","00030201","2020-07-17 14:56:47.836"
"37012","20190503008","0","SH-190424 2C","INK","0","3","020220009",\N,"7688","00030201","2020-07-17 14:56:47.836"
"37013","20190503008","0","SH-190424 2C","INK","0","7","P1945",\N,"7689","00030201","2020-07-17 14:56:47.836"
"37023","20190410004","0","SH-190329 2","PAPER","0","-1",\N,"1016001030006151035",\N,"00030201","2020-07-17 15:00:13.668"
"37024","20190410004","0","SH-190329 2","INK","0","1","베이지5",\N,"7690","00030201","2020-07-17 15:00:13.668"
"37025","20190410004","0","SH-190329 2","INK","0","3","회색2",\N,"7691","00030201","2020-07-17 15:00:13.668"
"37026","20190410004","0","SH-190329 2","INK","0","5","P178E",\N,"7692","00030201","2020-07-17 15:00:13.668"
"37027","20190410004","0","SH-190329 2","INK","0","6","P368L",\N,"7693","00030201","2020-07-17 15:00:13.668"
"37040","20190109002","0","DJ-181231 2","PAPER","0","-1",\N,"1042014025005200990",\N,"00030201","2020-07-17 15:02:58.613"
"37041","20190109002","0","DJ-181231 2","INK","0","1","P7506",\N,"7694","00030201","2020-07-17 15:02:58.613"
"37042","20190109002","0","DJ-181231 2","INK","0","2","020220015",\N,"7695","00030201","2020-07-17 15:02:58.613"
"37043","20190109002","0","DJ-181231 2","INK","0","3","020220009",\N,"7696","00030201","2020-07-17 15:02:58.613"
"37044","20190109002","0","DJ-181231 2","INK","0","4","020220014",\N,"7697","00030201","2020-07-17 15:02:58.613"
"37045","20190109002","0","DJ-181231 2","INK","0","5","020220016",\N,"7698","00030201","2020-07-17 15:02:58.613"
"37046","20190109002","0","DJ-181231 2","INK","0","6","P4975B",\N,"7699","00030201","2020-07-17 15:02:58.613"
"37047","20190109002","0","DJ-181231 2","INK","0","7","P567B",\N,"7700","00030201","2020-07-17 15:02:58.613"
"37069","20190823006","0","SH-190813 1A","PAPER","1","-1",\N,"1016001035007250605",\N,"00030201","2020-07-17 15:05:16.167"
"37070","20190823006","0","SH-190813 1A","INK","1","1","P2935N",\N,"7701","00030201","2020-07-17 15:05:16.167"
"37071","20190823006","0","SH-190813 1A","PAPER","0","-1",\N,"1016001035007250605",\N,"00030201","2020-07-17 15:05:16.167"
"37072","20190823006","0","SH-190813 1A","INK","0","1","P4M",\N,"7702","00030201","2020-07-17 15:05:16.167"
"37073","20190823006","0","SH-190813 1A","INK","0","6","020220016",\N,"7703","00030201","2020-07-17 15:05:16.167"
"37074","20190823006","0","SH-190813 1A","INK","0","7","P2935M",\N,"7704","00030201","2020-07-17 15:05:16.167"
"37075","20190823006","0","SH-190813 1A","INK","0","8","P2995E",\N,"7705","00030201","2020-07-17 15:05:16.167"
"37091","20190430007","0","DJ-190416 5","PAPER","1","-1",\N,"1062001035004250535",\N,"00030201","2020-07-17 15:09:18.545"
"37092","20190430007","0","DJ-190416 5","INK","1","8","P4655",\N,"7706","00030201","2020-07-17 15:09:18.545"
"37093","20190430007","0","DJ-190416 5","PAPER","0","-1",\N,"1062001035004250535",\N,"00030201","2020-07-17 15:09:18.545"
"37094","20190430007","0","DJ-190416 5","INK","0","1","P201B",\N,"7707","00030201","2020-07-17 15:09:18.545"
"37095","20190430007","0","DJ-190416 5","INK","0","3","020220009",\N,"7708","00030201","2020-07-17 15:09:18.545"
"37096","20190430007","0","DJ-190416 5","INK","0","4","020220015",\N,"7709","00030201","2020-07-17 15:09:18.545"
"37097","20190430007","0","DJ-190416 5","INK","0","5","020220014",\N,"7710","00030201","2020-07-17 15:09:18.545"
"37098","20190430007","0","DJ-190416 5","INK","0","6","020220016",\N,"7711","00030201","2020-07-17 15:09:18.545"
"37099","20190430007","0","DJ-190416 5","INK","0","7","P4655",\N,"7712","00030201","2020-07-17 15:09:18.545"
"37100","20190430007","0","DJ-190416 5","INK","0","8","DS9224B",\N,"7713","00030201","2020-07-17 15:09:18.545"
"37125","20190426009","0","DJ-190416 4","PAPER","1","-1",\N,"1044048035006250505",\N,"00030201","2020-07-17 15:12:36.333"
"37126","20190426009","0","DJ-190416 4","INK","1","8","DS9224B",\N,"7714","00030201","2020-07-17 15:12:36.333"
"37127","20190426009","0","DJ-190416 4","PAPER","0","-1",\N,"1044048035006250505",\N,"00030201","2020-07-17 15:12:36.333"
"37128","20190426009","0","DJ-190416 4","INK","0","1","P201B",\N,"7715","00030201","2020-07-17 15:12:36.333"
"37129","20190426009","0","DJ-190416 4","INK","0","3","020220009",\N,"7716","00030201","2020-07-17 15:12:36.333"
"37130","20190426009","0","DJ-190416 4","INK","0","4","020220015",\N,"7717","00030201","2020-07-17 15:12:36.333"
"37131","20190426009","0","DJ-190416 4","INK","0","5","020220014",\N,"7718","00030201","2020-07-17 15:12:36.333"
"37132","20190426009","0","DJ-190416 4","INK","0","6","020220016",\N,"7719","00030201","2020-07-17 15:12:36.333"
"37133","20190426009","0","DJ-190416 4","INK","0","7","P4655",\N,"7720","00030201","2020-07-17 15:12:36.333"
"37134","20190426009","0","DJ-190416 4","INK","0","8","DS9224A",\N,"7721","00030201","2020-07-17 15:12:36.333"
"37159","20190409008","0","SH-190329 1A","PAPER","1","-1",\N,"1016001035006100560",\N,"00030201","2020-07-17 15:15:17.27"
"37160","20190409008","0","SH-190329 1A","INK","1","1","베이지5",\N,\N,"00030201","2020-07-17 15:15:17.27"
"37161","20190409008","0","SH-190329 1A","PAPER","0","-1",\N,"1016001035006100560",\N,"00030201","2020-07-17 15:15:17.27"
"37162","20190409008","0","SH-190329 1A","INK","0","1","베이지5",\N,"7722","00030201","2020-07-17 15:15:17.27"
"37163","20190409008","0","SH-190329 1A","INK","0","5","P7548A",\N,"7723","00030201","2020-07-17 15:15:17.27"
"37164","20190409008","0","SH-190329 1A","INK","0","6","P368L",\N,"7724","00030201","2020-07-17 15:15:17.27"
"37174","20200416005","0","SH-200320 1","PAPER","1","-1",\N,"1016001035005450720",\N,"00030201","2020-07-17 15:18:08.733"
"37175","20200416005","0","SH-200320 1","INK","1","9","베이지9",\N,\N,"00030201","2020-07-17 15:18:08.733"
"37176","20200416005","0","SH-200320 1","PAPER","0","-1",\N,"1016001035005450720",\N,"00030201","2020-07-17 15:18:08.733"
"37177","20200416005","0","SH-200320 1","INK","0","3","회색색",\N,"7725","00030201","2020-07-17 15:18:08.733"
"37178","20200416005","0","SH-200320 1","INK","0","6","베이지5",\N,"7726","00030201","2020-07-17 15:18:08.733"
"37179","20200416005","0","SH-200320 1","INK","0","7","P2319B",\N,"7727","00030201","2020-07-17 15:18:08.733"
"37189","20181207004","0","DJ-181203 2A","PAPER","0","-1",\N,"1044048025004300540",\N,"00030201","2020-07-17 15:21:10.129"
"37190","20181207004","0","DJ-181203 2A","INK","0","1","P202H",\N,"7728","00030201","2020-07-17 15:21:10.129"
"37191","20181207004","0","DJ-181203 2A","INK","0","3","020220009",\N,"7729","00030201","2020-07-17 15:21:10.129"
"37192","20181207004","0","DJ-181203 2A","INK","0","4","020220015",\N,"7730","00030201","2020-07-17 15:21:10.129"
"37193","20181207004","0","DJ-181203 2A","INK","0","5","020220014",\N,"7731","00030201","2020-07-17 15:21:10.129"
"37194","20181207004","0","DJ-181203 2A","INK","0","6","020220016",\N,"7732","00030201","2020-07-17 15:21:10.129"
"37195","20181207004","0","DJ-181203 2A","INK","0","7","P187L",\N,"7733","00030201","2020-07-17 15:21:10.129"
"37214","20190409010","0","SH-190326 2","PAPER","0","-1",\N,"1016001035005450720",\N,"00030201","2020-07-17 15:23:16.293"
"37215","20190409010","0","SH-190326 2","INK","0","3","회색2",\N,"7734","00030201","2020-07-17 15:23:16.293"
"37216","20190409010","0","SH-190326 2","INK","0","5","베이지5",\N,"7735","00030201","2020-07-17 15:23:16.293"
"37217","20190409010","0","SH-190326 2","INK","0","7","P2319B",\N,"7736","00030201","2020-07-17 15:23:16.293"
"37227","20190409009","0","SH-190326 1","PAPER","0","-1",\N,"1016001035005450725",\N,"00030201","2020-07-17 15:25:53.845"
"37228","20190409009","0","SH-190326 1","INK","0","3","회색2",\N,"7737","00030201","2020-07-17 15:25:53.845"
"37229","20190409009","0","SH-190326 1","INK","0","5","베이지5",\N,"7738","00030201","2020-07-17 15:25:53.845"
"37230","20190409009","0","SH-190326 1","INK","0","6","P2346",\N,"7739","00030201","2020-07-17 15:25:53.845"
"37240","20190409007","0","SH-190329 1B","PAPER","0","-1",\N,"1016001035006250570",\N,"00030201","2020-07-17 15:27:26.066"
"37241","20190409007","0","SH-190329 1B","INK","0","1","베이지5",\N,"7740","00030201","2020-07-17 15:27:26.066"
"37242","20190409007","0","SH-190329 1B","INK","0","3","회색2",\N,"7741","00030201","2020-07-17 15:27:26.066"
"37243","20190409007","0","SH-190329 1B","INK","0","6","P368L",\N,"7742","00030201","2020-07-17 15:27:26.066"
"37253","20190409006","0","SH-190419 1","PAPER","0","-1",\N,"1062001035007800545",\N,"00030201","2020-07-17 15:28:24.125"
"37254","20190409006","0","SH-190419 1","INK","0","1","베이지5",\N,"7743","00030201","2020-07-17 15:28:24.125"
"37258","20190429007","0","DJ-190418 1B","PAPER","0","-1",\N,"1062001024004900720",\N,"00030201","2020-07-17 15:29:07.33"
"37259","20190429007","0","DJ-190418 1B","INK","0","6","DS9224B",\N,\N,"00030201","2020-07-17 15:29:07.33"
"37260","20180823013","0","HG-180817 3","PAPER","0","-1",\N,"1063002035005450780",\N,"00030201","2020-07-17 15:32:12.949"
"37261","20180823013","0","HG-180817 3","INK","0","1","020220013",\N,"7744","00030201","2020-07-17 15:32:12.949"
"37262","20180823013","0","HG-180817 3","INK","0","3","020220009",\N,"7745","00030201","2020-07-17 15:32:12.949"
"37263","20180823013","0","HG-180817 3","INK","0","4","020220015",\N,\N,"00030201","2020-07-17 15:32:12.949"
"37264","20180823013","0","HG-180817 3","INK","0","5","020220014",\N,"7746","00030201","2020-07-17 15:32:12.949"
"37265","20180823013","0","HG-180817 3","INK","0","6","020220016",\N,"7747","00030201","2020-07-17 15:32:12.949"
"37266","20180823013","0","HG-180817 3","INK","0","7","P202G",\N,"7748","00030201","2020-07-17 15:32:12.949"
"37267","20180823013","0","HG-180817 3","INK","0","8","P172E",\N,"7749","00030201","2020-07-17 15:32:12.949"
"37286","20190425018","0","DJ-190418 2B","PAPER","0","-1",\N,"1013048012003640555",\N,"00030201","2020-07-17 15:32:55.146"
"37287","20190425018","0","DJ-190418 2B","INK","0","1","P201B",\N,"7750","00030201","2020-07-17 15:32:55.146"
"37288","20190425018","0","DJ-190418 2B","INK","0","3","020220009",\N,"7751","00030201","2020-07-17 15:32:55.146"
"37289","20190425018","0","DJ-190418 2B","INK","0","4","020220015",\N,"7752","00030201","2020-07-17 15:32:55.146"
"37290","20190425018","0","DJ-190418 2B","INK","0","5","020220014",\N,"7753","00030201","2020-07-17 15:32:55.146"
"37291","20190425018","0","DJ-190418 2B","INK","0","6","020220016",\N,"7754","00030201","2020-07-17 15:32:55.146"
"37292","20190425018","0","DJ-190418 2B","INK","0","7","P4655",\N,"7755","00030201","2020-07-17 15:32:55.146"
"37293","20190425018","0","DJ-190418 2B","INK","0","8","DS9224",\N,"7756","00030201","2020-07-17 15:32:55.146"
"37315","20190426002","0","DJ-190418 2D","PAPER","0","-1",\N,"1013048012003900535",\N,"00030201","2020-07-17 15:34:28.116"
"37316","20190426002","0","DJ-190418 2D","INK","0","7","P4655",\N,"7757","00030201","2020-07-17 15:34:28.116"
"37317","20190426002","0","DJ-190418 2D","INK","0","8","DS9224",\N,"7758","00030201","2020-07-17 15:34:28.116"
"37324","20190426003","0","DJ-190418 2C","PAPER","0","-1",\N,"1013048012003900535",\N,"00030201","2020-07-17 15:35:36.716"
"37325","20190426003","0","DJ-190418 2C","INK","0","7","P4655",\N,"7759","00030201","2020-07-17 15:35:36.716"
"37326","20190426003","0","DJ-190418 2C","INK","0","8","DS9224",\N,"7760","00030201","2020-07-17 15:35:36.716"
"37333","20180823012","0","HG-180817 2","PAPER","0","-1",\N,"1063002035005450780",\N,"00030201","2020-07-17 15:35:42.436"
"37334","20180823012","0","HG-180817 2","INK","0","1","020220013",\N,"7761","00030201","2020-07-17 15:35:42.436"
"37335","20180823012","0","HG-180817 2","INK","0","3","020220009",\N,"7762","00030201","2020-07-17 15:35:42.436"
"37336","20180823012","0","HG-180817 2","INK","0","4","020220015",\N,\N,"00030201","2020-07-17 15:35:42.436"
"37337","20180823012","0","HG-180817 2","INK","0","5","020220014",\N,"7763","00030201","2020-07-17 15:35:42.436"
"37338","20180823012","0","HG-180817 2","INK","0","6","020220016",\N,\N,"00030201","2020-07-17 15:35:42.436"
"37339","20180823012","0","HG-180817 2","INK","0","7","P350B",\N,"7764","00030201","2020-07-17 15:35:42.436"
"37340","20180823012","0","HG-180817 2","INK","0","8","P2424",\N,"7765","00030201","2020-07-17 15:35:42.436"
