"IMXCODE","INKCODE","WEIGHT","REGDATE","REGUSER","EDITDATE","EDITUSER"
"미색별색","020220016","54","2018/04/17 17:08:40","00030201",\N,\N
"미색별색1","020220008","6","2018/06/19 14:50:15","00030201",\N,\N
"미색별색1","020220016","250","2018/06/19 14:50:15","00030201",\N,\N
"미색별색1","020220025","1000","2018/06/19 14:50:15","00030201",\N,\N
"미스트베이지원지","020220008","6","2018/08/23 11:36:17","0114",\N,\N
"미스트베이지원지","020220009","18","2018/08/23 11:36:17","0114",\N,\N
"미스트베이지원지","020220014","2","2018/08/23 11:36:17","0114",\N,\N
"미스트베이지원지","020220016","30","2018/08/23 11:36:17","0114",\N,\N
"미스트베이지원지","020220025","2000","2018/08/23 11:36:17","0114",\N,\N
"미장센베다","020220008","494","2018/06/20 09:09:50","00030201","2018/09/07 09:33:00","0114"
"미장센베다","020220025","2000","2018/06/20 09:09:50","00030201","2018/09/07 09:33:00","0114"
"미키미니1","020220008","16","2018/06/20 11:36:24","00030201",\N,\N
"미키미니1","020220009","2","2018/06/20 11:36:24","00030201",\N,\N
"미키미니1","020220016","30","2018/06/20 11:36:24","00030201",\N,\N
"미키미니1","020220025","1000","2018/06/20 11:36:24","00030201",\N,\N
"미키미니별색","020220008","16","2018/06/20 10:12:18","00030201",\N,\N
"미키미니별색","020220009","2","2018/06/20 10:12:18","00030201",\N,\N
"미키미니별색","020220016","30","2018/06/20 10:12:18","00030201",\N,\N
"미키미니별색","020220025","1000","2018/06/20 10:12:18","00030201",\N,\N
"민트","020120007","45","2018/05/09 11:04:39","00030201",\N,\N
"민트","020120015","15","2018/05/09 11:04:39","00030201",\N,\N
"민트","020120021","2","2018/05/09 11:04:39","00030201",\N,\N
"민트","020120037","1000","2018/05/09 11:04:39","00030201",\N,\N
"민트1","020120007","30","2018/05/18 15:52:19","00030201",\N,\N
"민트1","020120015","20","2018/05/18 15:52:19","00030201",\N,\N
"민트1","020120028","30","2018/05/18 15:52:19","00030201",\N,\N
"민트1","020120037","1000","2018/05/18 15:52:19","00030201",\N,\N
"민트11","020120007","20","2018/05/18 15:53:04","00030201",\N,\N
"민트11","020120015","10","2018/05/18 15:53:05","00030201",\N,\N
"민트11","020120035","20","2018/05/18 15:53:05","00030201",\N,\N
"민트11","020120037","1000","2018/05/18 15:53:04","00030201",\N,\N
"민트2","020220013","150","2019/04/25 11:08:16","0114",\N,\N
"민트2","020220014","40","2019/04/25 11:08:16","0114",\N,\N
"민트2","020220015","260","2019/04/25 11:08:16","0114",\N,\N
"민트2","020220016","180","2019/04/25 11:08:16","0114",\N,\N
"민트2","020220025","3000","2019/04/25 11:08:16","0114",\N,\N
"민트3","020220014","12","2019/04/25 11:14:44","0114",\N,\N
"민트3","020220015","96","2019/04/25 11:14:44","0114",\N,\N
"민트3","020220016","80","2019/04/25 11:14:44","0114",\N,\N
"민트3","020220025","1000","2019/04/25 11:14:44","0114",\N,\N
"민트4","020220005","48","2020/05/07 08:53:26","0114",\N,\N
"민트4","020220009","22","2020/05/07 08:53:26","0114",\N,\N
"민트4","020220015","20","2020/05/07 08:53:26","0114",\N,\N
"민트4","020220016","45","2020/05/07 08:53:26","0114",\N,\N
"민트4","020220056","1000","2020/05/07 08:53:26","0114",\N,\N
"민트5","020220005","115","2020/06/26 10:17:35","0114","2020/09/16 13:45:21","0114"
"민트5","020220008","7","2020/06/26 10:17:35","0114","2020/09/16 13:45:21","0114"
"민트5","020220009","44","2020/06/26 10:17:35","0114","2020/09/16 13:45:22","0114"
"민트5","020220015","82","2020/06/26 10:17:35","0114","2020/09/16 13:45:22","0114"
"민트5","020220016","130","2020/06/26 10:17:35","0114","2020/09/16 13:45:22","0114"
"민트5","020220056","3000","2020/06/26 10:17:35","0114","2020/09/16 13:45:22","0114"
"민트6","020220005","100","2020/07/03 09:06:40","0114",\N,\N
"민트6","020220008","5","2020/07/03 09:06:40","0114",\N,\N
"민트6","020220009","20","2020/07/03 09:06:40","0114",\N,\N
"민트6","020220015","73","2020/07/03 09:06:40","0114",\N,\N
"민트6","020220016","145","2020/07/03 09:06:40","0114",\N,\N
"민트6","020220056","3000","2020/07/03 09:06:40","0114",\N,\N
"민트7","020220005","115","2020/09/15 09:10:41","0114",\N,\N
"민트7","020220008","7","2020/09/15 09:10:41","0114",\N,\N
"민트7","020220009","44","2020/09/15 09:10:41","0114",\N,\N
"민트7","020220015","82","2020/09/15 09:10:41","0114",\N,\N
"민트7","020220016","130","2020/09/15 09:10:41","0114",\N,\N
"민트7","020220056","3000","2020/09/15 09:10:41","0114",\N,\N
"바닐라군청","020120007","200","2019/07/03 09:52:56","0114",\N,\N
"바닐라군청","020120014","100","2019/07/03 09:52:56","0114",\N,\N
"바닐라군청","020120019","1000","2019/07/03 09:52:56","0114",\N,\N
"바디디펜스","020120007","4","2018/05/23 17:44:27","00030201",\N,\N
"바디디펜스","020120027","20","2018/05/23 17:44:27","00030201",\N,\N
"바디디펜스","020120037","1000","2018/05/23 17:44:26","00030201",\N,\N
"바오밥","020120007","300","2018/05/23 15:48:19","00030201",\N,\N
"바오밥","020120014","100","2018/05/23 15:48:19","00030201",\N,\N
"바오밥","020120015","170","2018/05/23 15:48:19","00030201",\N,\N
"바이올렛1","020220012","600","2018/04/11 16:42:33","00030201","2018/04/13 15:26:48","12345678"
"바이올렛1","020220014","300","2018/04/11 16:42:33","00030201","2018/04/13 15:26:48","12345678"
"바이올렛2","020220009","294","2018/04/11 16:43:27","00030201","2018/04/13 15:26:49","12345678"
"바이올렛2","020220014","794","2018/04/11 16:43:27","00030201","2018/04/13 15:26:49","12345678"
"바이올렛2","020220015","542","2018/04/11 16:43:27","00030201","2018/04/13 15:26:49","12345678"
"바이올릿","020220005","2000","2018/06/27 09:36:48","00030201",\N,\N
"바이올릿","020220009","80","2018/06/27 09:36:48","00030201",\N,\N
"바이올릿","020220014","200","2018/06/27 09:36:48","00030201",\N,\N
"바이올릿1","020220005","1600","2018/06/27 09:39:33","00030201",\N,\N
"바이올릿1","020220009","200","2018/06/27 09:39:33","00030201",\N,\N
"바이올릿1","020220010","200","2018/06/27 09:39:33","00030201",\N,\N
"바이올릿1","020220012","1000","2018/06/27 09:39:33","00030201",\N,\N
"바이올릿1","020220017","250","2018/06/27 09:39:33","00030201",\N,\N
"바이탈레드","020220009","80","2018/06/22 17:23:44","00030201","2018/09/18 07:05:52","0114"
"바이탈레드","020220014","1000","2018/06/22 17:23:44","00030201","2018/09/18 07:05:52","0114"
"바이탈레드","020220016","812","2018/06/22 17:23:44","00030201","2018/09/18 07:05:52","0114"
"바이탈별색1","020220008","80","2018/05/31 15:22:55","00030201",\N,\N
"바이탈별색1","020220013","50","2018/05/31 15:22:56","00030201",\N,\N
"바이탈별색1","020220016","70","2018/05/31 15:22:55","00030201",\N,\N
"바이탈별색1","020220025","1000","2018/05/31 15:22:55","00030201",\N,\N
"바이탈별색2","020220008","330","2018/05/31 15:21:55","00030201",\N,\N
"바이탈별색2","020220016","50","2018/05/31 15:21:55","00030201",\N,\N
"바이탈별색2","020220025","1000","2018/05/31 15:21:55","00030201",\N,\N
"바코드백","020220013","1400","2019/11/04 17:21:54","0114",\N,\N
"바코드백","020220015","4","2019/11/04 17:21:54","0114",\N,\N
"바탕금색","020220009","10","2018/05/25 14:42:43","00030201",\N,\N
"바탕금색","020220013","100","2018/05/25 14:42:43","00030201",\N,\N
"바탕금색","020220014","100","2018/05/25 14:42:43","00030201",\N,\N
"바탕금색","020220015","20","2018/05/25 14:42:43","00030201",\N,\N
"바탕금색","020220016","500","2018/05/25 14:42:43","00030201",\N,\N
"바탕금색","020220025","1000","2018/05/25 14:42:43","00030201",\N,\N
"바탕별색","020220007","3000","2018/08/21 10:46:11","0114",\N,\N
"바탕별색","020220009","200","2018/08/21 10:46:11","0114",\N,\N
"바탕별색","020220014","750","2018/08/21 10:46:11","0114",\N,\N
"바탕별색","020220016","1800","2018/08/21 10:46:11","0114",\N,\N
"바탕별색","020220017","200","2018/08/21 10:46:11","0114",\N,\N
"바탕보라","020120002","172","2018/07/25 11:06:08","0114",\N,\N
"바탕보라","020120007","556","2018/07/25 11:06:08","0114",\N,\N
"바탕보라","020120014","3000","2018/07/25 11:06:08","0114",\N,\N
"바탕보라","020120037","1000","2018/07/25 11:06:08","0114",\N,\N
"박색1","020220008","4","2018/05/30 15:36:18","00030201",\N,\N
"박색1","020220016","40","2018/05/30 15:36:18","00030201",\N,\N
"박색1","020220025","3000","2018/05/30 15:36:18","00030201",\N,\N
"밝은회색","020220005","4","2018/05/24 18:18:21","00030201",\N,\N
"밝은회색","020220008","10","2018/05/24 18:18:21","00030201",\N,\N
"밝은회색","020220009","12","2018/05/24 18:18:21","00030201",\N,\N
"밝은회색","020220016","30","2018/05/24 18:18:21","00030201",\N,\N
"밝은회색","020220025","3000","2018/05/24 18:18:21","00030201",\N,\N
"밤색","020220008","1000","2018/06/08 12:08:18","00030201",\N,\N
"밤색","020220009","1700","2018/06/08 12:08:18","00030201",\N,\N
"밤색","020220016","3000","2018/06/08 12:08:17","00030201",\N,\N
"밤색1","020120002","1000","2018/06/08 11:56:58","00030201","2018/06/08 12:00:54","00030201"
"밤색1","020120014","550","2018/06/08 11:56:58","00030201","2018/06/08 12:00:54","00030201"
"밤색1","020120015","1200","2018/06/08 11:56:58","00030201","2018/06/08 12:00:54","00030201"
"밤색1","020120020","1000","2018/06/08 11:56:58","00030201","2018/06/08 12:00:54","00030201"
"밤색2","020120002","1000","2018/06/08 11:57:56","00030201","2018/06/08 12:01:38","00030201"
"밤색2","020120014","550","2018/06/08 11:57:56","00030201","2018/06/08 12:01:38","00030201"
"밤색2","020120015","800","2018/06/08 11:57:56","00030201","2018/06/08 12:01:38","00030201"
"밤색2","020120020","1000","2018/06/08 11:57:56","00030201","2018/06/08 12:01:38","00030201"
"밤색3","020120002","450","2018/12/13 11:29:31","0114",\N,\N
"밤색3","020120007","250","2018/12/13 11:29:31","0114",\N,\N
"밤색3","020120014","460","2018/12/13 11:29:31","0114",\N,\N
"밤색3","020120015","1000","2018/12/13 11:29:31","0114",\N,\N
"배경별색","020120002","10","2018/05/17 17:07:45","00030201",\N,\N
"배경별색","020120015","1000","2018/05/17 17:07:45","00030201",\N,\N
"배경별색","020120021","80","2018/05/17 17:07:45","00030201",\N,\N
"배경별색1","020120007","90","2018/05/23 15:44:02","00030201",\N,\N
"배경별색1","020120014","12","2018/05/23 15:44:02","00030201",\N,\N
"배경별색1","020120015","100","2018/05/23 15:44:02","00030201",\N,\N
"배경별색1","020120037","2323","2018/05/23 15:44:01","00030201",\N,\N
"배수띠색","020120015","43","2018/04/19 14:51:26","00030201",\N,\N
"배수띠색","020120021","30","2018/04/19 14:51:26","00030201",\N,\N
"배수띠색","020120028","402","2018/04/19 14:51:26","00030201",\N,\N
"배수띠색","020120037","2000","2018/04/19 14:51:26","00030201",\N,\N
"배수띠색2","020120007","38","2018/04/19 15:13:50","00030201",\N,\N
"배수띠색2","020120015","15","2018/04/19 15:13:50","00030201",\N,\N
"배수띠색2","020120035","110","2018/04/19 15:13:50","00030201",\N,\N
"배수띠색2","020120037","1500","2018/04/19 15:13:50","00030201",\N,\N
"배수별색","020120002","140","2018/04/19 14:50:31","00030201",\N,\N
"배수별색","020120015","106","2018/04/19 14:50:31","00030201",\N,\N
"배수별색","020120019","44","2018/04/19 14:50:31","00030201",\N,\N
"배수별색","020120037","3000","2018/04/19 14:50:31","00030201",\N,\N
"백별색","020220008","12","2018/10/30 14:44:08","0114",\N,\N
"백별색","020220009","10","2018/10/30 14:44:08","0114",\N,\N
"백별색","020220013","5000","2018/10/30 14:44:08","0114",\N,\N
"백별색","020220015","6","2018/10/30 14:44:09","0114",\N,\N
"백별색","020220016","30","2018/10/30 14:44:09","0114",\N,\N
"백별색1","020220008","42","2019/09/27 17:46:26","0114",\N,\N
"백별색1","020220009","20","2019/09/27 17:46:26","0114",\N,\N
"백별색1","020220013","7000","2019/09/27 17:46:26","0114",\N,\N
"백별색1","020220015","12","2019/09/27 17:46:26","0114",\N,\N
"백별색1","020220016","64","2019/09/27 17:46:26","0114",\N,\N
"백별색2","020220008","1","2019/10/23 17:43:54","0114",\N,\N
"백별색2","020220013","1000","2019/10/23 17:43:54","0114",\N,\N
"백별색2","020220016","3","2019/10/23 17:43:54","0114",\N,\N
"백별색3","020220004","10","2020/02/26 08:35:52","0114",\N,\N
"백별색3","020220013","400","2020/02/26 08:35:52","0114",\N,\N
"백별색3","020220025","4000","2020/02/26 08:35:52","0114",\N,\N
"백색","020220013","3000","2018/05/30 09:32:45","00030201",\N,\N
"백색","020220014","2","2018/05/30 09:32:45","00030201",\N,\N
"백색1","020220004","15","2018/06/11 16:48:19","00030201",\N,\N
"백색1","020220013","1000","2018/06/11 16:48:18","00030201",\N,\N
"백색2","020220013","0","2018/06/18 17:03:36","00030201",\N,\N
"백색2","020220015","0","2018/06/18 17:03:36","00030201",\N,\N
"백색3","020220008","12","2018/06/19 10:42:57","00030201",\N,\N
"백색3","020220009","10","2018/06/19 10:42:57","00030201",\N,\N
"백색3","020220013","5000","2018/06/19 10:42:57","00030201",\N,\N
"백색3","020220015","6","2018/06/19 10:42:57","00030201",\N,\N
"백색3","020220016","30","2018/06/19 10:42:57","00030201",\N,\N
"백색4","020220004","10","2018/08/20 14:47:24","0114",\N,\N
"백색4","020220013","400","2018/08/20 14:47:24","0114",\N,\N
"백색4","020220025","4000","2018/08/20 14:47:24","0114",\N,\N
"백색5","020220008","24","2018/11/12 09:00:09","0114",\N,\N
"백색5","020220009","20","2018/11/12 09:00:09","0114",\N,\N
"백색5","020220013","7000","2018/11/12 09:00:09","0114",\N,\N
"백색5","020220015","12","2018/11/12 09:00:09","0114",\N,\N
"백색5","020220016","64","2018/11/12 09:00:09","0114",\N,\N
"백색6","020220013","3000","2019/08/08 16:18:07","0114",\N,\N
"백색6","020220023","8","2019/08/08 16:18:07","0114",\N,\N
"백색7","020220008","12","2019/10/15 11:16:27","0114",\N,\N
"백색7","020220009","10","2019/10/15 11:16:27","0114",\N,\N
"백색7","020220013","5000","2019/10/15 11:16:27","0114",\N,\N
"백색7","020220015","6","2019/10/15 11:16:27","0114",\N,\N
"백색7","020220016","26","2019/10/15 11:16:27","0114",\N,\N
"백색8","020220005","10","2020/05/25 09:17:28","0114",\N,\N
"백색8","020220013","1000","2020/05/25 09:17:28","0114",\N,\N
"버건디별색","020220008","550","2020/07/27 09:36:12","0114",\N,\N
"버건디별색","020220009","350","2020/07/27 09:36:13","0114",\N,\N
"버건디별색","020220014","300","2020/07/27 09:36:13","0114",\N,\N
"버건디별색","020220016","30","2020/07/27 09:36:12","0114",\N,\N
"버터풀베다","020120002","30","2018/05/23 13:53:21","00030201",\N,\N
"버터풀베다","020120015","3000","2018/05/23 13:53:21","00030201",\N,\N
"버터풀베다","020120021","220","2018/05/23 13:53:21","00030201",\N,\N
"베다","020120002","500","2018/05/10 11:26:12","00030201",\N,\N
"베다","020120037","2000","2018/05/10 11:26:12","00030201",\N,\N
"베다1","020120002","355","2018/05/21 10:27:47","00030201",\N,\N
"베다1","020120007","359","2018/05/21 10:27:47","00030201",\N,\N
"베다1","020120014","1000","2018/05/21 10:27:47","00030201",\N,\N
"베다1","020120015","400","2018/05/21 10:27:47","00030201",\N,\N
"베다별색","020220008","6","2018/06/10 14:36:19","00030201",\N,\N
"베다별색","020220016","70","2018/06/10 14:36:19","00030201",\N,\N
"베다별색","020220025","2000","2018/06/10 14:36:19","00030201",\N,\N
"베다별색1","020220008","500","2018/11/19 10:32:03","0114",\N,\N
"베다별색1","020220009","2000","2018/11/19 10:32:03","0114",\N,\N
"베다별색1","020220014","400","2018/11/19 10:32:03","0114",\N,\N
"베다별색1","020220015","100","2018/11/19 10:32:03","0114",\N,\N
"베다별색1","020220016","1200","2018/11/19 10:32:02","0114",\N,\N
"베다별색2","020220014","100","2019/06/07 10:18:50","0114",\N,\N
"베다별색2","020220016","250","2019/06/07 10:18:50","0114",\N,\N
"베다별색2","020220025","3000","2019/06/07 10:18:50","0114",\N,\N
"베다별색3","020220008","54","2019/06/19 10:13:59","0114",\N,\N
"베다별색3","020220009","41","2019/06/19 10:13:59","0114",\N,\N
"베다별색3","020220013","1000","2019/06/19 10:13:59","0114",\N,\N
"베다별색3","020220015","6","2019/06/19 10:13:59","0114",\N,\N
"베다별색3","020220016","240","2019/06/19 10:13:59","0114",\N,\N
"베다별색3","020220025","2000","2019/06/19 10:13:59","0114",\N,\N
"베다별색4","020220008","45","2019/09/26 16:31:26","0114",\N,\N
"베다별색4","020220015","31","2019/09/26 16:31:26","0114",\N,\N
"베다별색4","020220016","200","2019/09/26 16:31:26","0114",\N,\N
"베다별색4","020220025","1000","2019/09/26 16:31:25","0114",\N,\N
"베다별색5","020220008","12","2019/11/04 17:22:33","0114",\N,\N
"베다별색5","020220013","3000","2019/11/04 17:22:33","0114",\N,\N
"베다별색5","020220016","130","2019/11/04 17:22:33","0114",\N,\N
"베다별색6","020220008","3500","2020/09/14 11:47:43","19090901",\N,\N
"베다별색6","020220009","1500","2020/09/14 11:47:43","19090901",\N,\N
"베다별색6","020220014","1000","2020/09/14 11:47:43","19090901",\N,\N
"베다별색6","020220015","340","2020/09/14 11:47:43","19090901",\N,\N
"베다별색6","020220016","800","2020/09/14 11:47:43","19090901",\N,\N
"베스트베다","020220009","12","2018/06/29 10:17:29","00030201","2018/11/03 03:10:25","0114"
"베스트베다","020220013","1000","2018/06/29 10:17:29","00030201","2018/11/03 03:10:25","0114"
"베스트베다","020220014","36","2018/06/29 10:17:29","00030201","2018/11/03 03:10:25","0114"
"베스트베다","020220015","145","2018/06/29 10:17:29","00030201","2018/11/03 03:10:25","0114"
"베스트베다","020220016","564","2018/06/29 10:17:29","00030201","2018/11/03 03:10:25","0114"
"베스트베다","020220025","2000","2018/06/29 10:17:29","00030201","2018/11/03 03:10:25","0114"
"베스트패드","020220009","12","2018/06/29 10:21:34","00030201",\N,\N
"베스트패드","020220013","1000","2018/06/29 10:21:34","00030201",\N,\N
"베스트패드","020220014","36","2018/06/29 10:21:34","00030201",\N,\N
"베스트패드","020220015","145","2018/06/29 10:21:34","00030201",\N,\N
"베스트패드","020220016","564","2018/06/29 10:21:34","00030201",\N,\N
"베스트패드","020220025","2000","2018/06/29 10:21:34","00030201",\N,\N
"베이비1","020120008","900","2018/05/18 09:45:19","00030201",\N,\N
"베이비1","020120017","38","2018/05/18 09:45:19","00030201",\N,\N
"베이비1","020120037","1000","2018/05/18 09:45:19","00030201",\N,\N
"베이비2","020120007","300","2018/05/18 09:44:38","00030201",\N,\N
"베이비2","020120035","46","2018/05/18 09:44:38","00030201",\N,\N
"베이비2","020120037","1000","2018/05/18 09:44:38","00030201",\N,\N
"베이비3","020120002","2","2018/05/18 09:41:43","00030201",\N,\N
"베이비3","020120008","380","2018/05/18 09:41:43","00030201",\N,\N
"베이비3","020120017","160","2018/05/18 09:41:43","00030201",\N,\N
"베이비3","020120037","1000","2018/05/18 09:41:43","00030201",\N,\N
"베이지","020120002","4","2018/05/08 15:14:54","00030201",\N,\N
"베이지","020120015","30","2018/05/08 15:14:54","00030201",\N,\N
"베이지","020120021","8","2018/05/08 15:14:54","00030201",\N,\N
"베이지","020120037","4000","2018/05/08 15:14:54","00030201",\N,\N
"베이지1","020120002","8","2018/05/21 14:43:19","00030201",\N,\N
"베이지1","020120015","30","2018/05/21 14:43:19","00030201",\N,\N
"베이지1","020120021","16","2018/05/21 14:43:19","00030201",\N,\N
"베이지1","020120037","2000","2018/05/21 14:43:19","00030201",\N,\N
"베이지10","020120015","27","2020/11/04 10:03:57","0114",\N,\N
"베이지10","020120021","45","2020/11/04 10:03:57","0114",\N,\N
"베이지10","020120037","3000","2020/11/04 10:03:57","0114",\N,\N
"베이지1UV","020220008","16","2018/05/28 13:45:27","00030201",\N,\N
"베이지1UV","020220009","8","2018/05/28 13:45:27","00030201",\N,\N
"베이지1UV","020220016","30","2018/05/28 13:44:43","00030201","2018/05/28 13:45:27","00030201"
"베이지1UV","020220025","2000","2018/05/28 13:44:35","00030201","2018/05/28 13:45:27","00030201"
"베이지2","020120002","2","2018/07/27 17:44:20","0114",\N,\N
"베이지2","020120015","300","2018/07/27 17:44:20","0114",\N,\N
"베이지2","020120021","30","2018/07/27 17:44:20","0114",\N,\N
"베이지2","020120037","3000","2018/07/27 17:44:20","0114",\N,\N
"베이지3","020120002","4","2018/10/25 09:55:03","0114",\N,\N
"베이지3","020120015","24","2018/10/25 09:55:03","0114",\N,\N
"베이지3","020120021","16","2018/10/25 09:55:03","0114",\N,\N
"베이지3","020120037","1000","2018/10/25 09:55:03","0114",\N,\N
"베이지4","020120015","20","2019/04/05 17:03:38","0114",\N,\N
"베이지4","020120021","3","2019/04/05 17:03:38","0114",\N,\N
"베이지4","020120037","1000","2019/04/05 17:03:38","0114",\N,\N
"베이지5","020220005","4","2019/04/09 09:45:27","0114",\N,\N
"베이지5","020220008","36","2019/04/09 09:45:26","0114",\N,\N
"베이지5","020220009","6","2019/04/09 09:45:27","0114",\N,\N
"베이지5","020220016","150","2019/04/09 09:45:26","0114",\N,\N
"베이지5","020220025","3000","2019/04/09 09:45:26","0114",\N,\N
"베이지6","020120015","38","2019/06/25 11:18:41","0114",\N,\N
"베이지6","020120021","10","2019/06/25 11:18:41","0114",\N,\N
"베이지6","020120037","1000","2019/06/25 11:18:41","0114",\N,\N
"베이지7","020120002","2","2019/07/12 15:14:43","0114",\N,\N
"베이지7","020120015","100","2019/07/12 15:14:43","0114",\N,\N
"베이지7","020120021","36","2019/07/12 15:14:43","0114",\N,\N
"베이지7","020120037","2000","2019/07/12 15:14:43","0114",\N,\N
"베이지8","020220008","50","2019/12/26 16:46:52","0114",\N,\N
"베이지8","020220009","20","2019/12/26 16:46:52","0114",\N,\N
"베이지8","020220015","12","2019/12/26 16:46:52","0114",\N,\N
"베이지8","020220016","95","2019/12/26 16:46:52","0114",\N,\N
"베이지8","020220025","2000","2019/12/26 16:46:52","0114",\N,\N
"베이지9","020220008","24","2020/04/16 08:59:43","0114",\N,\N
"베이지9","020220009","2","2020/04/16 08:59:43","0114",\N,\N
"베이지9","020220016","110","2020/04/16 08:59:43","0114",\N,\N
"베이지9","020220025","2000","2020/04/16 08:59:43","0114",\N,\N
"베이지별색","020120002","8","2018/04/16 11:12:11","00030201",\N,\N
"베이지별색","020120015","60","2018/04/16 11:12:11","00030201",\N,\N
"베이지별색","020120021","12","2018/04/16 11:12:11","00030201",\N,\N
"베이지별색","020120037","4000","2018/04/16 11:12:11","00030201",\N,\N
"베이지별색1","020120002","4","2018/06/25 17:30:21","00030201",\N,\N
"베이지별색1","020120015","200","2018/06/25 17:30:21","00030201",\N,\N
"베이지별색1","020120021","50","2018/06/25 17:30:21","00030201",\N,\N
"베이지별색1","020120037","4000","2018/06/25 17:30:21","00030201",\N,\N
"베이지별색10","020120002","2","2018/06/26 16:30:15","00030201",\N,\N
"베이지별색10","020120015","200","2018/06/26 16:30:15","00030201",\N,\N
"베이지별색10","020120021","50","2018/06/26 16:30:15","00030201",\N,\N
"베이지별색10","020120037","2000","2018/06/26 16:30:15","00030201",\N,\N
"베이지별색11","020120002","2","2018/06/27 16:02:42","00030201",\N,\N
"베이지별색11","020120015","50","2018/06/27 16:02:42","00030201",\N,\N
"베이지별색11","020120021","7","2018/06/27 16:02:42","00030201",\N,\N
"베이지별색11","020120037","1000","2018/06/27 16:02:42","00030201",\N,\N
"베이지별색12","020220013","1000","2018/09/17 08:36:27","0114",\N,\N
"베이지별색12","020220014","40","2018/09/17 08:36:27","0114",\N,\N
"베이지별색12","020220016","68","2018/09/17 08:36:27","0114",\N,\N
"베이지별색12","020220025","2000","2018/09/17 08:36:27","0114",\N,\N
"베이지별색13","020120002","6","2019/03/07 10:34:54","0114",\N,\N
"베이지별색13","020120015","30","2019/03/07 10:34:54","0114",\N,\N
"베이지별색13","020120021","12","2019/03/07 10:34:54","0114",\N,\N
"베이지별색13","020120037","2000","2019/03/07 10:34:54","0114",\N,\N
"베이지별색14","020120002","2","2019/07/04 10:08:13","0114",\N,\N
"베이지별색14","020120015","100","2019/07/04 10:08:13","0114",\N,\N
"베이지별색14","020120021","36","2019/07/04 10:08:13","0114",\N,\N
"베이지별색14","020120037","2000","2019/07/04 10:08:13","0114",\N,\N
"베이지별색14UV","020220008","24","2019/07/04 10:14:00","0114",\N,\N
"베이지별색14UV","020220009","2","2019/07/04 10:14:00","0114",\N,\N
"베이지별색14UV","020220016","100","2019/07/04 10:14:00","0114",\N,\N
"베이지별색14UV","020220025","2000","2019/07/04 10:14:00","0114",\N,\N
"베이지별색15","020120007","2","2019/07/16 15:28:09","0114",\N,\N
"베이지별색15","020120014","21","2019/07/16 15:28:09","0114",\N,\N
"베이지별색15","020120015","37","2019/07/16 15:28:09","0114",\N,\N
"베이지별색15","020120037","1000","2019/07/16 15:28:09","0114",\N,\N
"베이지별색16","020120002","2","2020/04/13 09:00:16","0114",\N,\N
"베이지별색16","020120015","117","2020/04/13 09:00:16","0114",\N,\N
"베이지별색16","020120021","36","2020/04/13 09:00:16","0114",\N,\N
"베이지별색16","020120037","2000","2020/04/13 09:00:16","0114",\N,\N
"베이지별색17","020120002","2","2020/04/16 09:34:32","0114",\N,\N
"베이지별색17","020120015","167","2020/04/16 09:34:32","0114",\N,\N
"베이지별색17","020120021","50","2020/04/16 09:34:32","0114",\N,\N
"베이지별색17","020120037","2000","2020/04/16 09:34:32","0114",\N,\N
"베이지별색18","020120002","2","2020/05/11 09:12:57","0114",\N,\N
"베이지별색18","020120015","100","2020/05/11 09:12:57","0114",\N,\N
"베이지별색18","020120021","36","2020/05/11 09:12:57","0114",\N,\N
"베이지별색18","020120037","2000","2020/05/11 09:12:57","0114",\N,\N
"베이지별색19","020220008","36","2020/05/11 09:14:36","0114",\N,\N
"베이지별색19","020220009","2","2020/05/11 09:14:36","0114",\N,\N
"베이지별색19","020220016","100","2020/05/11 09:14:36","0114",\N,\N
"베이지별색19","020220056","2000","2020/05/11 09:14:36","0114",\N,\N
"베이지별색2","020120002","4","2018/06/25 17:31:28","00030201",\N,\N
"베이지별색2","020120015","300","2018/06/25 17:31:28","00030201",\N,\N
"베이지별색2","020120021","40","2018/06/25 17:31:28","00030201",\N,\N
"베이지별색2","020120037","4000","2018/06/25 17:31:28","00030201",\N,\N
"베이지별색20","020220005","4","2020/06/24 09:09:54","0114",\N,\N
"베이지별색20","020220008","36","2020/06/24 09:09:54","0114",\N,\N
"베이지별색20","020220009","6","2020/06/24 09:09:54","0114",\N,\N
"베이지별색20","020220016","150","2020/06/24 09:09:54","0114",\N,\N
"베이지별색20","020220056","3000","2020/06/24 09:09:54","0114",\N,\N
"베이지별색21","020120002","8","2020/12/02 08:32:30","0114",\N,\N
"베이지별색21","020120015","150","2020/12/02 08:32:30","0114",\N,\N
"베이지별색21","020120021","62","2020/12/02 08:32:30","0114",\N,\N
"베이지별색21","020120037","3000","2020/12/02 08:32:29","0114",\N,\N
"베이지별색2UV","020220008","40","2018/06/26 13:56:35","00030201",\N,\N
"베이지별색2UV","020220009","4","2018/06/26 13:56:35","00030201",\N,\N
"베이지별색2UV","020220016","300","2018/06/26 13:56:35","00030201",\N,\N
"베이지별색2UV","020220025","4000","2018/06/26 13:56:35","00030201",\N,\N
"베이지별색3","020120002","4","2018/06/25 18:07:07","00030201",\N,\N
"베이지별색3","020120015","150","2018/06/25 18:07:07","00030201",\N,\N
"베이지별색3","020120021","40","2018/06/25 18:07:07","00030201",\N,\N
"베이지별색3","020120037","4000","2018/06/25 18:07:07","00030201",\N,\N
"베이지별색4","020120002","16","2018/06/26 13:28:20","00030201",\N,\N
